owner_id,first_name,last_name,email,phone,address1,address2,address3,address4,patient_id1,patient_id2,patient_id3,patient_id4,patient_id5,patient_id6,total_dogs,billing
94-124-7189,Ronica,Gavozzi,rgavozzird@cbslocal.com,215-296-2157,46225 Gina Way,Philadelphia,PA,19151,87-051-6025,26-422-2869,21-594-4390,,46-641-5745,61-595-4492,3,blocked
71-332-0659,Kathryn,Itzik,kitzikre@tripadvisor.com,479-445-6653,543 Porter Parkway,Fort Smith,AR,72905,35-574-5473,17-837-0713,51-739-2388,,,88-426-5728,1,due
39-986-6940,Raynard,Browning,rbrowningrf@sitemeter.com,704-519-4968,75826 Springs Court,Charlotte,NC,28263,52-049-3164,86-689-5561,25-953-3763,37-872-4137,,,4,paid
70-101-7427,Agnella,Dumpleton,,303-906-1714,9311 Starling Drive,Aurora,CO,80044,00-818-2466,74-769-3722,,,88-847-9865,,4,overdue
90-841-8363,Jedediah,Spikeings,jspikeingsrh@army.mil,406-184-0060,15417 Hansons Park,Billings,MT,59112,49-304-3829,,,46-796-1001,,,5,overdue 30+
81-719-4897,Emogene,Lince,elinceri@linkedin.com,571-510-6843,18 Blaine Court,Arlington,VA,22205,81-949-6033,65-427-1658,,,,,2,blocked
14-752-2335,Innis,Schollick,ischollickrj@google.es,702-739-2487,2 Lake View Place,North Las Vegas,NV,89036,85-950-0123,58-788-0636,10-375-1645,,,,1,overdue
33-939-5120,Wyn,Buxsy,,415-386-3144,6733 Eastwood Way,San Francisco,CA,94110,85-621-8932,61-545-1841,,83-582-7071,49-854-8186,,2,paid
83-172-5981,Ab,Jimpson,,862-678-2628,58632 Basil Court,Paterson,NJ,7544,91-791-4927,26-784-5300,,,50-952-2540,,4,overdue
85-634-6044,Tedi,Honywill,,775-928-1987,9 Bunker Hill Junction,Reno,NV,89550,84-933-6722,45-591-2839,12-531-6172,,,,4,overdue 60+
06-492-5157,Corabella,Terrill,,304-642-8257,3 Spenser Point,Huntington,WV,25716,13-240-3226,09-580-4257,,,,,1,overdue
31-122-4355,Malvin,Poultney,,765-363-2098,53965 Schurz Trail,Crawfordsville,IN,47937,67-411-9337,44-993-4229,,12-755-0291,,,6,paid
76-233-2963,Tessi,Keiley,tkeileyrp@paginegialle.it,323-105-3955,8 Novick Park,Glendale,CA,91205,23-482-8090,,,84-210-1594,,,3,overdue 60+
83-381-9657,Bart,Rankmore,brankmorerq@drupal.org,225-581-7444,1106 Twin Pines Plaza,Baton Rouge,LA,70820,65-246-6238,,47-135-7384,,53-241-3887,,3,blocked
56-606-2950,Patty,Dible,pdiblerr@wix.com,208-884-4223,16 Anniversary Drive,Boise,ID,83757,74-819-0918,,,,,,1,paid
